"Time","recv wlxc83a35ac045d"
2024-10-19 06:52:30,23.4 kb/s
2024-10-19 06:53:00,79.6 Mb/s
2024-10-19 06:53:30,24.6 kb/s
2024-10-19 06:54:00,21.8 Mb/s
2024-10-19 06:54:30,22.3 Mb/s
2024-10-19 06:55:00,22.3 Mb/s
2024-10-19 06:55:30,25.4 kb/s
2024-10-19 06:56:00,24.6 kb/s
2024-10-19 06:56:30,24.6 kb/s
2024-10-19 06:57:00,86.7 Mb/s
2024-10-19 06:57:30,37.7 Mb/s
2024-10-19 06:58:00,39.6 Mb/s
2024-10-19 06:58:30,76.3 Mb/s
2024-10-19 06:59:00,35.2 Mb/s
2024-10-19 06:59:30,33.5 Mb/s
2024-10-19 07:00:00,40.9 Mb/s
2024-10-19 07:00:30,39.4 Mb/s
2024-10-19 07:01:00,73.7 Mb/s
2024-10-19 07:01:30,31.5 Mb/s
2024-10-19 07:02:00,14.1 kb/s
2024-10-19 07:02:30,24.6 kb/s
2024-10-19 07:03:00,11.7 kb/s
2024-10-19 07:03:30,10.1 kb/s
2024-10-19 07:04:00,24.6 kb/s
2024-10-19 07:04:30,9.14 kb/s
2024-10-19 07:05:00,25.4 kb/s
2024-10-19 07:05:30,61.0 Mb/s
2024-10-19 07:06:00,106 Mb/s
2024-10-19 07:06:30,98.6 Mb/s
2024-10-19 07:07:00,99.1 Mb/s
2024-10-19 07:07:30,1.15 Mb/s
2024-10-19 07:08:00,99.5 Mb/s
2024-10-19 07:08:30,101 Mb/s
2024-10-19 07:09:00,98.7 Mb/s
2024-10-19 07:09:30,106 Mb/s
2024-10-19 07:10:00,2.09 Mb/s
2024-10-19 07:10:30,9.96 kb/s
2024-10-19 07:11:00,324 kb/s
2024-10-19 07:11:30,899 kb/s
2024-10-19 07:12:00,64.6 Mb/s
2024-10-19 07:12:30,67.1 Mb/s
2024-10-19 07:13:00,67.5 Mb/s
2024-10-19 07:13:30,25.7 Mb/s
2024-10-19 07:14:00,10.3 Mb/s
2024-10-19 07:14:30,10.5 Mb/s
2024-10-19 07:15:00,10.3 Mb/s
2024-10-19 07:15:30,43.1 Mb/s
2024-10-19 07:16:00,24.4 kb/s
2024-10-19 07:16:30,15.5 Mb/s
2024-10-19 07:17:00,15.9 Mb/s
2024-10-19 07:17:30,15.5 Mb/s
2024-10-19 07:18:00,8.32 kb/s
2024-10-19 07:18:30,76.9 Mb/s
2024-10-19 07:19:00,77.8 Mb/s
2024-10-19 07:19:30,677 kb/s
2024-10-19 07:20:00,49.2 Mb/s
2024-10-19 07:20:30,2.30 Mb/s
2024-10-19 07:21:00,2.97 Mb/s
2024-10-19 07:21:30,2.32 Mb/s
2024-10-19 07:22:00,434 kb/s
2024-10-19 07:22:30,35.3 Mb/s
2024-10-19 07:23:00,530 kb/s
2024-10-19 07:23:30,30.0 Mb/s
2024-10-19 07:24:00,40.6 Mb/s
2024-10-19 07:24:30,30.4 Mb/s
2024-10-19 07:25:00,492 kb/s
2024-10-19 07:25:30,463 kb/s
2024-10-19 07:26:00,400 kb/s
2024-10-19 07:26:30,18.3 Mb/s
2024-10-19 07:27:00,19.4 Mb/s
2024-10-19 07:27:30,35.5 Mb/s
2024-10-19 07:28:00,73.7 Mb/s
2024-10-19 07:28:30,57.5 Mb/s
2024-10-19 07:29:00,52.8 Mb/s
2024-10-19 07:29:30,57.7 Mb/s
2024-10-19 07:30:00,76.0 Mb/s
2024-10-19 07:30:30,82.0 Mb/s
2024-10-19 07:31:00,83.9 Mb/s
2024-10-19 07:31:30,760 kb/s
2024-10-19 07:32:00,457 kb/s
2024-10-19 07:32:30,9.13 kb/s
2024-10-19 07:33:00,5.75 Mb/s
2024-10-19 07:33:30,5.32 Mb/s
2024-10-19 07:34:00,49.9 Mb/s
2024-10-19 07:34:30,49.2 Mb/s
2024-10-19 07:35:00,82.2 Mb/s
2024-10-19 07:35:30,83.2 Mb/s
2024-10-19 07:36:00,78.5 Mb/s
2024-10-19 07:36:30,205 Mb/s
2024-10-19 07:37:00,162 Mb/s
2024-10-19 07:37:30,106 Mb/s
2024-10-19 07:38:00,96.7 Mb/s
2024-10-19 07:38:30,74.7 Mb/s
2024-10-19 07:39:00,16.3 Mb/s
2024-10-19 07:39:30,15.8 Mb/s
2024-10-19 07:40:00,23.2 kb/s
2024-10-19 07:40:30,75.2 kb/s
2024-10-19 07:41:00,91.5 kb/s
2024-10-19 07:41:30,98.6 kb/s
2024-10-19 07:42:00,25.5 kb/s
2024-10-19 07:42:30,49.8 Mb/s
2024-10-19 07:43:00,51.4 Mb/s
2024-10-19 07:43:30,3.46 Mb/s
2024-10-19 07:44:00,3.87 Mb/s
2024-10-19 07:44:30,114 Mb/s
2024-10-19 07:45:00,61.3 Mb/s
2024-10-19 07:45:30,90.6 Mb/s
2024-10-19 07:46:00,69.8 Mb/s
2024-10-19 07:46:30,19.2 Mb/s
2024-10-19 07:47:00,59.5 Mb/s
2024-10-19 07:47:30,61.4 Mb/s
2024-10-19 07:48:00,60.1 Mb/s
2024-10-19 07:48:30,19.4 Mb/s
2024-10-19 07:49:00,48.3 Mb/s
2024-10-19 07:49:30,406 kb/s
2024-10-19 07:50:00,38.2 Mb/s
2024-10-19 07:50:30,92.1 Mb/s
2024-10-19 07:51:00,93.4 Mb/s
2024-10-19 07:51:30,79.9 Mb/s
2024-10-19 07:52:00,86.0 Mb/s
2024-10-19 07:52:30,352 kb/s
2024-10-19 07:53:00,55.9 Mb/s
2024-10-19 07:53:30,55.5 Mb/s
2024-10-19 07:54:00,68.2 Mb/s
2024-10-19 07:54:30,18.1 Mb/s
2024-10-19 07:55:00,6.90 Mb/s
2024-10-19 07:55:30,47.5 Mb/s
2024-10-19 07:56:00,60.7 Mb/s
2024-10-19 07:56:30,53.1 Mb/s
2024-10-19 07:57:00,26.5 kb/s
2024-10-19 07:57:30,20.6 Mb/s
2024-10-19 07:58:00,17.3 Mb/s
2024-10-19 07:58:30,26.7 kb/s
2024-10-19 07:59:00,852 kb/s
2024-10-19 07:59:30,316 kb/s
2024-10-19 08:00:00,18.1 kb/s
2024-10-19 08:00:30,26.7 kb/s
2024-10-19 08:01:00,25.9 kb/s
2024-10-19 08:01:30,20.3 kb/s
2024-10-19 08:02:00,62.8 Mb/s
2024-10-19 08:02:30,73.9 Mb/s
2024-10-19 08:03:00,25.1 kb/s
2024-10-19 08:03:30,395 kb/s
2024-10-19 08:04:00,42.5 Mb/s
2024-10-19 08:04:30,222 kb/s
2024-10-19 08:05:00,47.7 Mb/s
2024-10-19 08:05:30,92.0 Mb/s
2024-10-19 08:06:00,7.40 Mb/s
2024-10-19 08:06:30,7.62 Mb/s
2024-10-19 08:07:00,81.7 Mb/s
2024-10-19 08:07:30,5.23 Mb/s
2024-10-19 08:08:00,6.02 Mb/s
2024-10-19 08:08:30,5.30 Mb/s
2024-10-19 08:09:00,23.1 kb/s
2024-10-19 08:09:30,31.7 Mb/s
2024-10-19 08:10:00,35.7 kb/s
2024-10-19 08:10:30,57.0 Mb/s
2024-10-19 08:11:00,57.3 Mb/s
2024-10-19 08:11:30,118 Mb/s
2024-10-19 08:12:00,61.8 Mb/s
2024-10-19 08:12:30,61.6 Mb/s
2024-10-19 08:13:00,38.0 Mb/s
2024-10-19 08:13:30,25.1 kb/s
2024-10-19 08:14:00,83.8 Mb/s
2024-10-19 08:14:30,169 Mb/s
2024-10-19 08:15:00,124 Mb/s
2024-10-19 08:15:30,164 Mb/s
2024-10-19 08:16:00,24.2 kb/s
2024-10-19 08:16:30,33.4 kb/s
2024-10-19 08:17:00,20.5 kb/s
2024-10-19 08:17:30,23.9 kb/s
2024-10-19 08:18:00,155 kb/s
2024-10-19 08:18:30,247 kb/s
2024-10-19 08:19:00,102 kb/s
2024-10-19 08:19:30,83.3 kb/s
2024-10-19 08:20:00,75.4 Mb/s
2024-10-19 08:20:30,72.6 Mb/s
2024-10-19 08:21:00,55.1 Mb/s
2024-10-19 08:21:30,87.5 Mb/s
2024-10-19 08:22:00,90.2 Mb/s
2024-10-19 08:22:30,39.6 Mb/s
2024-10-19 08:23:00,23.8 kb/s
2024-10-19 08:23:30,23.1 kb/s
2024-10-19 08:24:00,23.8 kb/s
2024-10-19 08:24:30,75.4 Mb/s
2024-10-19 08:25:00,76.3 Mb/s
2024-10-19 08:25:30,463 kb/s
2024-10-19 08:26:00,45.5 Mb/s
2024-10-19 08:26:30,88.5 Mb/s
2024-10-19 08:27:00,82.6 Mb/s
2024-10-19 08:27:30,201 kb/s
2024-10-19 08:28:00,24.6 kb/s
2024-10-19 08:28:30,10.9 kb/s
2024-10-19 08:29:00,23.8 kb/s
2024-10-19 08:29:30,10.9 kb/s
2024-10-19 08:30:00,355 kb/s
2024-10-19 08:30:30,254 kb/s
2024-10-19 08:31:00,265 kb/s
2024-10-19 08:31:30,93.1 kb/s
2024-10-19 08:32:00,9.13 kb/s
2024-10-19 08:32:30,62.1 Mb/s
2024-10-19 08:33:00,9.13 kb/s
2024-10-19 08:33:30,76.1 Mb/s
2024-10-19 08:34:00,71.6 Mb/s
2024-10-19 08:34:30,92.8 Mb/s
2024-10-19 08:35:00,38.3 Mb/s
2024-10-19 08:35:30,37.5 Mb/s
2024-10-19 08:36:00,379 kb/s
2024-10-19 08:36:30,87.6 Mb/s
2024-10-19 08:37:00,90.2 Mb/s
2024-10-19 08:37:30,82.1 kb/s
2024-10-19 08:38:00,30.0 Mb/s
2024-10-19 08:38:30,31.9 Mb/s
2024-10-19 08:39:00,30.2 Mb/s
2024-10-19 08:39:30,338 kb/s
2024-10-19 08:40:00,9.14 kb/s
2024-10-19 08:40:30,10.2 Mb/s
2024-10-19 08:41:00,40.4 Mb/s
2024-10-19 08:41:30,48.2 Mb/s
2024-10-19 08:42:00,15.4 Mb/s
2024-10-19 08:42:30,47.9 Mb/s
2024-10-19 08:43:00,10.6 kb/s
2024-10-19 08:43:30,65.2 Mb/s
2024-10-19 08:44:00,46.7 Mb/s
2024-10-19 08:44:30,10.1 kb/s
2024-10-19 08:45:00,35.8 Mb/s
2024-10-19 08:45:30,52.5 Mb/s
2024-10-19 08:46:00,91.7 Mb/s
2024-10-19 08:46:30,87.0 Mb/s
2024-10-19 08:47:00,88.7 Mb/s
2024-10-19 08:47:30,38.4 Mb/s
2024-10-19 08:48:00,17.2 Mb/s
2024-10-19 08:48:30,115 kb/s
2024-10-19 08:49:00,5.65 Mb/s
2024-10-19 08:49:30,5.69 Mb/s
2024-10-19 08:50:00,5.70 Mb/s
2024-10-19 08:50:30,59.3 Mb/s
2024-10-19 08:51:00,72.1 Mb/s
2024-10-19 08:51:30,17.4 Mb/s
2024-10-19 08:52:00,17.8 Mb/s
2024-10-19 08:52:30,18.0 Mb/s
2024-10-19 08:53:00,26.9 Mb/s
2024-10-19 08:53:30,9.95 kb/s
2024-10-19 08:54:00,9.97 kb/s
2024-10-19 08:54:30,103 kb/s
2024-10-19 08:55:00,51.7 Mb/s
2024-10-19 08:55:30,9.30 kb/s
2024-10-19 08:56:00,79.3 kb/s
2024-10-19 08:56:30,21.8 Mb/s
2024-10-19 08:57:00,21.7 Mb/s
2024-10-19 08:57:30,35.5 Mb/s
2024-10-19 08:58:00,56.6 Mb/s
2024-10-19 08:58:30,68.6 Mb/s
2024-10-19 08:59:00,10.1 kb/s
2024-10-19 08:59:30,9.14 kb/s
2024-10-19 09:00:00,68.4 Mb/s
2024-10-19 09:00:30,67.5 Mb/s
2024-10-19 09:01:00,65.6 Mb/s
2024-10-19 09:01:30,9.97 kb/s
2024-10-19 09:02:00,541 kb/s
2024-10-19 09:02:30,76.6 Mb/s
2024-10-19 09:03:00,76.3 Mb/s
2024-10-19 09:03:30,79.9 Mb/s
2024-10-19 09:04:00,8.33 kb/s
2024-10-19 09:04:30,10.3 kb/s
2024-10-19 09:05:00,420 kb/s
2024-10-19 09:05:30,621 kb/s
2024-10-19 09:06:00,99.3 Mb/s
2024-10-19 09:06:30,149 kb/s
2024-10-19 09:07:00,74.8 Mb/s
2024-10-19 09:07:30,93.9 Mb/s
2024-10-19 09:08:00,69.3 Mb/s
2024-10-19 09:08:30,58.6 Mb/s
2024-10-19 09:09:00,114 Mb/s
2024-10-19 09:09:30,116 Mb/s
2024-10-19 09:10:00,51.6 Mb/s
2024-10-19 09:10:30,13.7 Mb/s
2024-10-19 09:11:00,14.9 Mb/s
2024-10-19 09:11:30,9.27 kb/s
2024-10-19 09:12:00,8.46 kb/s
2024-10-19 09:12:30,10.1 kb/s
2024-10-19 09:13:00,10.1 kb/s
2024-10-19 09:13:30,70.2 kb/s
2024-10-19 09:14:00,8.46 kb/s
2024-10-19 09:14:30,9.27 kb/s
2024-10-19 09:15:00,26.0 Mb/s
2024-10-19 09:15:30,76.7 Mb/s
2024-10-19 09:16:00,356 kb/s
2024-10-19 09:16:30,364 kb/s
2024-10-19 09:17:00,764 kb/s
2024-10-19 09:17:30,32.6 Mb/s
2024-10-19 09:18:00,34.3 Mb/s
2024-10-19 09:18:30,1.03 Mb/s
2024-10-19 09:19:00,19.3 kb/s
2024-10-19 09:19:30,7.63 kb/s
2024-10-19 09:20:00,7.64 kb/s
2024-10-19 09:20:30,92.2 Mb/s
2024-10-19 09:21:00,98.8 Mb/s
2024-10-19 09:21:30,93.8 Mb/s
2024-10-19 09:22:00,8.46 kb/s
2024-10-19 09:22:30,44.6 Mb/s
2024-10-19 09:23:00,8.45 kb/s
2024-10-19 09:23:30,83.0 Mb/s
2024-10-19 09:24:00,43.0 Mb/s
2024-10-19 09:24:30,48.5 Mb/s
2024-10-19 09:25:00,38.0 Mb/s
2024-10-19 09:25:30,64.6 Mb/s
2024-10-19 09:26:00,49.0 Mb/s
2024-10-19 09:26:30,7.64 kb/s
2024-10-19 09:27:00,58.9 Mb/s
2024-10-19 09:27:30,60.2 Mb/s
2024-10-19 09:28:00,57.7 Mb/s
2024-10-19 09:28:30,56.3 Mb/s
2024-10-19 09:29:00,10.1 kb/s
2024-10-19 09:29:30,55.0 kb/s
2024-10-19 09:30:00,81.1 kb/s
2024-10-19 09:30:30,6.42 Mb/s
2024-10-19 09:31:00,182 kb/s
2024-10-19 09:31:30,27.8 Mb/s
2024-10-19 09:32:00,97.9 Mb/s
2024-10-19 09:32:30,128 Mb/s
2024-10-19 09:33:00,10.1 kb/s
2024-10-19 09:33:30,84.8 Mb/s
2024-10-19 09:34:00,38.3 Mb/s
2024-10-19 09:34:30,43.1 Mb/s
2024-10-19 09:35:00,39.2 Mb/s
2024-10-19 09:35:30,10.9 kb/s
2024-10-19 09:36:00,10.1 kb/s
2024-10-19 09:36:30,32.9 kb/s
2024-10-19 09:37:00,32.0 kb/s
2024-10-19 09:37:30,30.4 kb/s
2024-10-19 09:38:00,10.1 kb/s
2024-10-19 09:38:30,10.1 kb/s
2024-10-19 09:39:00,19.2 Mb/s
2024-10-19 09:39:30,9.27 kb/s
2024-10-19 09:40:00,106 Mb/s
2024-10-19 09:40:30,102 Mb/s
2024-10-19 09:41:00,98.4 Mb/s
2024-10-19 09:41:30,10.5 kb/s
2024-10-19 09:42:00,19.7 Mb/s
2024-10-19 09:42:30,44.5 Mb/s
2024-10-19 09:43:00,9.27 kb/s
2024-10-19 09:43:30,80.0 Mb/s
2024-10-19 09:44:00,71.4 Mb/s
2024-10-19 09:44:30,116 Mb/s
2024-10-19 09:45:00,75.1 Mb/s
2024-10-19 09:45:30,438 kb/s
2024-10-19 09:46:00,54.0 Mb/s
2024-10-19 09:46:30,567 kb/s
2024-10-19 09:47:00,74.7 Mb/s
2024-10-19 09:47:30,78.3 Mb/s
2024-10-19 09:48:00,19.2 kb/s
2024-10-19 09:48:30,78.5 kb/s
2024-10-19 09:49:00,10.1 kb/s
2024-10-19 09:49:30,18.9 Mb/s
2024-10-19 09:50:00,18.9 Mb/s
2024-10-19 09:50:30,68.8 Mb/s
2024-10-19 09:51:00,46.9 Mb/s
2024-10-19 09:51:30,8.46 kb/s
2024-10-19 09:52:00,35.5 Mb/s
2024-10-19 09:52:30,37.7 Mb/s
2024-10-19 09:53:00,57.0 Mb/s
2024-10-19 09:53:30,34.7 Mb/s
2024-10-19 09:54:00,32.0 Mb/s
2024-10-19 09:54:30,8.46 kb/s
2024-10-19 09:55:00,29.8 Mb/s
2024-10-19 09:55:30,32.9 Mb/s
2024-10-19 09:56:00,3.27 Mb/s
2024-10-19 09:56:30,69.4 kb/s
2024-10-19 09:57:00,8.46 kb/s
2024-10-19 09:57:30,8.46 kb/s
2024-10-19 09:58:00,103 Mb/s
2024-10-19 09:58:30,96.8 Mb/s
2024-10-19 09:59:00,104 Mb/s
2024-10-19 09:59:30,112 Mb/s
2024-10-19 10:00:00,74.6 Mb/s
2024-10-19 10:00:30,84.2 Mb/s
2024-10-19 10:01:00,114 Mb/s
2024-10-19 10:01:30,216 Mb/s
2024-10-19 10:02:00,175 Mb/s
2024-10-19 10:02:30,103 Mb/s
2024-10-19 10:03:00,5.39 Mb/s
2024-10-19 10:03:30,5.18 Mb/s
2024-10-19 10:04:00,901 kb/s
2024-10-19 10:04:30,21.2 kb/s
2024-10-19 10:05:00,9.14 kb/s
2024-10-19 10:05:30,11.6 kb/s
2024-10-19 10:06:00,75.5 Mb/s
2024-10-19 10:06:30,7.07 Mb/s
2024-10-19 10:07:00,7.33 Mb/s
2024-10-19 10:07:30,7.51 Mb/s
2024-10-19 10:08:00,37.4 Mb/s
2024-10-19 10:08:30,37.0 Mb/s
2024-10-19 10:09:00,76.5 Mb/s
2024-10-19 10:09:30,78.1 Mb/s
2024-10-19 10:10:00,40.2 Mb/s
2024-10-19 10:10:30,80.5 Mb/s
2024-10-19 10:11:00,67.6 Mb/s
2024-10-19 10:11:30,416 kb/s
2024-10-19 10:12:00,14.5 Mb/s
2024-10-19 10:12:30,15.0 Mb/s
2024-10-19 10:13:00,11.4 kb/s
2024-10-19 10:13:30,92.5 Mb/s
2024-10-19 10:14:00,73.8 Mb/s
2024-10-19 10:14:30,82.4 Mb/s
2024-10-19 10:15:00,37.6 Mb/s
2024-10-19 10:15:30,39.0 Mb/s
2024-10-19 10:16:00,39.3 Mb/s
2024-10-19 10:16:30,184 kb/s
2024-10-19 10:17:00,39.1 Mb/s
2024-10-19 10:17:30,60.9 Mb/s
2024-10-19 10:18:00,60.4 Mb/s
2024-10-19 10:18:30,174 kb/s
2024-10-19 10:19:00,78.3 Mb/s
2024-10-19 10:19:30,642 kb/s
2024-10-19 10:20:00,16.5 Mb/s
2024-10-19 10:20:30,20.9 Mb/s
2024-10-19 10:21:00,21.0 Mb/s
2024-10-19 10:21:30,21.0 Mb/s
2024-10-19 10:22:00,58.7 Mb/s
2024-10-19 10:22:30,63.9 Mb/s
2024-10-19 10:23:00,64.7 Mb/s
2024-10-19 10:23:30,302 kb/s
2024-10-19 10:24:00,33.9 Mb/s
2024-10-19 10:24:30,362 kb/s
2024-10-19 10:25:00,74.6 kb/s
2024-10-19 10:25:30,63.0 Mb/s
2024-10-19 10:26:00,64.8 Mb/s
2024-10-19 10:26:30,64.8 Mb/s
2024-10-19 10:27:00,44.1 Mb/s
2024-10-19 10:27:30,14.9 Mb/s
2024-10-19 10:28:00,14.8 Mb/s
2024-10-19 10:28:30,504 kb/s
2024-10-19 10:29:00,9.15 kb/s
2024-10-19 10:29:30,9.14 kb/s
2024-10-19 10:30:00,9.14 kb/s
2024-10-19 10:30:30,9.15 kb/s
2024-10-19 10:31:00,96.3 Mb/s
2024-10-19 10:31:30,313 kb/s
2024-10-19 10:32:00,9.14 kb/s
2024-10-19 10:32:30,171 kb/s
2024-10-19 10:33:00,193 kb/s
2024-10-19 10:33:30,241 kb/s
2024-10-19 10:34:00,394 kb/s
2024-10-19 10:34:30,403 kb/s
2024-10-19 10:35:00,48.8 Mb/s
2024-10-19 10:35:30,46.0 Mb/s
2024-10-19 10:36:00,56.8 Mb/s
2024-10-19 10:36:30,57.3 Mb/s
2024-10-19 10:37:00,8.50 Mb/s
2024-10-19 10:37:30,8.94 kb/s
2024-10-19 10:38:00,9.14 kb/s
2024-10-19 10:38:30,9.27 kb/s
2024-10-19 10:39:00,86.0 Mb/s
2024-10-19 10:39:30,25.1 Mb/s
2024-10-19 10:40:00,70.6 Mb/s
2024-10-19 10:40:30,71.5 Mb/s
2024-10-19 10:41:00,45.1 Mb/s
2024-10-19 10:41:30,45.3 Mb/s
2024-10-19 10:42:00,61.3 Mb/s
2024-10-19 10:42:30,21.9 Mb/s
2024-10-19 10:43:00,22.9 Mb/s
2024-10-19 10:43:30,124 Mb/s
2024-10-19 10:44:00,99.3 Mb/s
2024-10-19 10:44:30,135 Mb/s
2024-10-19 10:45:00,43.3 Mb/s
2024-10-19 10:45:30,11.9 Mb/s
2024-10-19 10:46:00,11.3 Mb/s
2024-10-19 10:46:30,13.1 Mb/s
2024-10-19 10:47:00,78.3 Mb/s
2024-10-19 10:47:30,102 Mb/s
2024-10-19 10:48:00,109 Mb/s
2024-10-19 10:48:30,124 Mb/s
2024-10-19 10:49:00,105 Mb/s
2024-10-19 10:49:30,93.2 Mb/s
2024-10-19 10:50:00,44.3 Mb/s
2024-10-19 10:50:30,29.8 Mb/s
2024-10-19 10:51:00,30.2 Mb/s
2024-10-19 10:51:30,128 Mb/s
2024-10-19 10:52:00,33.9 Mb/s
2024-10-19 10:52:30,34.7 Mb/s
2024-10-19 10:53:00,9.27 kb/s
2024-10-19 10:53:30,73.4 Mb/s
2024-10-19 10:54:00,100 Mb/s
2024-10-19 10:54:30,75.8 Mb/s
2024-10-19 10:55:00,92.6 Mb/s
2024-10-19 10:55:30,92.6 Mb/s
2024-10-19 10:56:00,66.3 Mb/s
2024-10-19 10:56:30,83.6 kb/s
2024-10-19 10:57:00,89.6 Mb/s
2024-10-19 10:57:30,153 Mb/s
2024-10-19 10:58:00,79.1 Mb/s
2024-10-19 10:58:30,63.9 Mb/s
2024-10-19 10:59:00,23.2 Mb/s
2024-10-19 10:59:30,24.6 Mb/s
2024-10-19 11:00:00,69.0 Mb/s
2024-10-19 11:00:30,112 Mb/s
2024-10-19 11:01:00,62.3 Mb/s
2024-10-19 11:01:30,64.0 Mb/s
2024-10-19 11:02:00,8.46 kb/s
2024-10-19 11:02:30,140 Mb/s
2024-10-19 11:03:00,11.9 Mb/s
2024-10-19 11:03:30,11.7 Mb/s
2024-10-19 11:04:00,13.1 Mb/s
2024-10-19 11:04:30,7.64 kb/s
2024-10-19 11:05:00,133 kb/s
2024-10-19 11:05:30,378 kb/s
2024-10-19 11:06:00,107 kb/s
2024-10-19 11:06:30,92.5 Mb/s
2024-10-19 11:07:00,21.3 kb/s
2024-10-19 11:07:30,24.8 kb/s
2024-10-19 11:08:00,65.9 Mb/s
2024-10-19 11:08:30,9.27 kb/s
2024-10-19 11:09:00,382 kb/s
2024-10-19 11:09:30,342 kb/s
2024-10-19 11:10:00,374 kb/s
2024-10-19 11:10:30,10.1 kb/s
2024-10-19 11:11:00,130 Mb/s
2024-10-19 11:11:30,137 Mb/s
2024-10-19 11:12:00,7.64 kb/s
2024-10-19 11:12:30,6.14 Mb/s
2024-10-19 11:13:00,10.3 Mb/s
2024-10-19 11:13:30,6.97 Mb/s
2024-10-19 11:14:00,859 kb/s
2024-10-19 11:14:30,19.8 Mb/s
2024-10-19 11:15:00,25.2 Mb/s
2024-10-19 11:15:30,23.3 Mb/s
2024-10-19 11:16:00,73.2 Mb/s
2024-10-19 11:16:30,64.8 Mb/s
2024-10-19 11:17:00,91.7 Mb/s
2024-10-19 11:17:30,108 Mb/s
2024-10-19 11:18:00,130 Mb/s
2024-10-19 11:18:30,127 Mb/s
2024-10-19 11:19:00,9.75 Mb/s
2024-10-19 11:19:30,61.4 Mb/s
2024-10-19 11:20:00,90.0 Mb/s
2024-10-19 11:20:30,71.7 Mb/s
2024-10-19 11:21:00,17.4 kb/s
2024-10-19 11:21:30,8.46 kb/s
2024-10-19 11:22:00,36.1 Mb/s
2024-10-19 11:22:30,36.4 Mb/s
2024-10-19 11:23:00,38.7 Mb/s
2024-10-19 11:23:30,488 kb/s
2024-10-19 11:24:00,121 kb/s
2024-10-19 11:24:30,42.9 kb/s
2024-10-19 11:25:00,10.9 kb/s
2024-10-19 11:25:30,9.27 kb/s
2024-10-19 11:26:00,20.5 Mb/s
2024-10-19 11:26:30,21.9 Mb/s
2024-10-19 11:27:00,161 Mb/s
2024-10-19 11:27:30,59.4 Mb/s
2024-10-19 11:28:00,147 Mb/s
2024-10-19 11:28:30,447 kb/s
2024-10-19 11:29:00,96.6 Mb/s
2024-10-19 11:29:30,75.0 Mb/s
2024-10-19 11:30:00,22.8 Mb/s
2024-10-19 11:30:30,781 kb/s
2024-10-19 11:31:00,800 kb/s
2024-10-19 11:31:30,710 kb/s
2024-10-19 11:32:00,908 kb/s
2024-10-19 11:32:30,7.63 kb/s
2024-10-19 11:33:00,451 kb/s
2024-10-19 11:33:30,662 kb/s
2024-10-19 11:34:00,828 kb/s
2024-10-19 11:34:30,9.97 kb/s
2024-10-19 11:35:00,336 kb/s
2024-10-19 11:35:30,102 Mb/s
2024-10-19 11:36:00,93.9 Mb/s
2024-10-19 11:36:30,475 kb/s
2024-10-19 11:37:00,57.3 kb/s
2024-10-19 11:37:30,9.29 kb/s
2024-10-19 11:38:00,9.15 kb/s
2024-10-19 11:38:30,28.5 Mb/s
2024-10-19 11:39:00,61.4 Mb/s
2024-10-19 11:39:30,74.8 Mb/s
2024-10-19 11:40:00,89.4 Mb/s
2024-10-19 11:40:30,141 Mb/s
2024-10-19 11:41:00,106 Mb/s
2024-10-19 11:41:30,104 Mb/s
2024-10-19 11:42:00,9.14 kb/s
2024-10-19 11:42:30,882 kb/s
2024-10-19 11:43:00,9.14 kb/s
2024-10-19 11:43:30,38.8 Mb/s
2024-10-19 11:44:00,9.14 kb/s
2024-10-19 11:44:30,93.8 Mb/s
2024-10-19 11:45:00,88.2 Mb/s
2024-10-19 11:45:30,61.6 Mb/s
2024-10-19 11:46:00,80.9 Mb/s
2024-10-19 11:46:30,50.8 Mb/s
2024-10-19 11:47:00,100 Mb/s
2024-10-19 11:48:00,121 Mb/s
2024-10-19 11:48:30,94.3 Mb/s
2024-10-19 11:49:00,91.1 Mb/s
2024-10-19 11:49:30,91.3 Mb/s
2024-10-19 11:50:00,10.8 kb/s
2024-10-19 11:50:30,9.13 kb/s
2024-10-19 11:51:00,73.0 Mb/s
2024-10-19 11:51:30,61.3 Mb/s
2024-10-19 11:52:00,24.3 Mb/s
2024-10-19 11:52:30,10.8 kb/s
2024-10-19 11:53:00,10.8 kb/s
2024-10-19 11:53:30,10.8 kb/s
2024-10-19 11:54:00,50.6 Mb/s
2024-10-19 11:54:30,35.4 Mb/s
2024-10-19 11:55:00,12.4 kb/s
2024-10-19 11:55:30,10.8 kb/s
2024-10-19 11:56:00,35.0 Mb/s
2024-10-19 11:56:30,20.5 Mb/s
2024-10-19 11:57:00,85.5 Mb/s
2024-10-19 11:57:30,45.1 Mb/s
2024-10-19 11:58:00,45.3 Mb/s
2024-10-19 11:58:30,9.14 kb/s
2024-10-19 11:59:00,832 kb/s
2024-10-19 11:59:30,529 kb/s
2024-10-19 12:00:00,263 kb/s
2024-10-19 12:00:30,9.96 kb/s
2024-10-19 12:01:00,9.28 kb/s
2024-10-19 12:01:30,85.1 Mb/s
2024-10-19 12:02:00,9.13 kb/s
2024-10-19 12:02:30,96.6 Mb/s
2024-10-19 12:03:00,92.6 Mb/s
2024-10-19 12:03:30,288 kb/s
2024-10-19 12:04:00,264 kb/s
2024-10-19 12:04:30,36.5 kb/s
2024-10-19 12:05:00,714 kb/s
2024-10-19 12:05:30,636 kb/s
2024-10-19 12:06:00,77.5 Mb/s
2024-10-19 12:06:30,93.5 Mb/s
